,Country,Year,LPI_Score,LPI_Score_Interpolated
764,"Hong Kong, China",2019,,
765,"Hong Kong, China",2020,,
766,"Hong Kong, China",2021,,
767,"Hong Kong, China",2022,,
768,"Hong Kong, China",2023,,
769,"Hong Kong, China",2024,,
770,Hungary,2015,,3.428968
771,Hungary,2016,3.428968,3.428968
772,Hungary,2017,,3.423866
773,Hungary,2018,3.418764,3.418764
774,Hungary,2019,,3.3750112
775,Hungary,2020,,3.3312584
776,Hungary,2021,,3.2875056
777,Hungary,2022,,3.2437528
778,Hungary,2023,3.2,3.2
779,Hungary,2024,,3.2
780,Iceland,2015,,3.345605
781,Iceland,2016,3.345605,3.345605
782,Iceland,2017,,3.2853095
783,Iceland,2018,3.225014,3.225014
784,Iceland,2019,,3.3000112
785,Iceland,2020,,3.3750084
786,Iceland,2021,,3.4500056
787,Iceland,2022,,3.5250028
788,Iceland,2023,3.6,3.6
789,Iceland,2024,,3.6
790,India,2015,,3.420043
791,India,2016,3.420043,3.420043
792,India,2017,,3.298306
793,India,2018,3.176569,3.176569
794,India,2019,,3.2212552
795,India,2020,,3.2659414
796,India,2021,,3.3106276
797,India,2022,,3.3553138
798,India,2023,3.4,3.4
799,India,2024,,3.4
800,Indonesia,2015,,2.984537
801,Indonesia,2016,2.984537,2.984537
802,Indonesia,2017,,3.067299
803,Indonesia,2018,3.150061,3.150061
804,Indonesia,2019,,3.1200488
805,Indonesia,2020,,3.0900366
806,Indonesia,2021,,3.0600244
807,Indonesia,2022,,3.0300122
808,Indonesia,2023,3,3
809,Indonesia,2024,,3
810,Iran,2015,,
811,Iran,2016,,
812,Iran,2017,,
813,Iran,2018,,
814,Iran,2019,,
815,Iran,2020,,
816,Iran,2021,,
817,Iran,2022,,
818,Iran,2023,,
819,Iran,2024,,
820,"Iran, Islamic Rep,",2015,,2.601254
821,"Iran, Islamic Rep,",2016,2.601254,2.601254
822,"Iran, Islamic Rep,",2017,,2.601254
823,"Iran, Islamic Rep,",2018,,2.601254
824,"Iran, Islamic Rep,",2019,,2.601254
825,"Iran, Islamic Rep,",2020,,2.601254
826,"Iran, Islamic Rep,",2021,,2.601254
827,"Iran, Islamic Rep,",2022,,2.601254
828,"Iran, Islamic Rep,",2023,,2.601254
829,"Iran, Islamic Rep,",2024,,2.601254
830,"Iran, Islamic Rep.",2015,,2.852721
831,"Iran, Islamic Rep.",2016,,2.852721
832,"Iran, Islamic Rep.",2017,,2.852721
833,"Iran, Islamic Rep.",2018,2.852721,2.852721
834,"Iran, Islamic Rep.",2019,,2.7421768
835,"Iran, Islamic Rep.",2020,,2.6316326
836,"Iran, Islamic Rep.",2021,,2.5210884
837,"Iran, Islamic Rep.",2022,,2.4105442
838,"Iran, Islamic Rep.",2023,2.3,2.3
839,"Iran, Islamic Rep.",2024,,2.3
840,Iraq,2015,,2.149902
841,Iraq,2016,2.149902,2.149902
842,Iraq,2017,,2.1630865
843,Iraq,2018,2.176271,2.176271
844,Iraq,2019,,2.2210168
845,Iraq,2020,,2.2657626
846,Iraq,2021,,2.3105084
847,Iraq,2022,,2.3552542
848,Iraq,2023,2.4,2.4
849,Iraq,2024,,2.4
850,Ireland,2015,,3.794886
851,Ireland,2016,3.794886,3.794886
852,Ireland,2017,,3.6526495
853,Ireland,2018,3.510413,3.510413
854,Ireland,2019,,3.5283304
855,Ireland,2020,,3.5462478
856,Ireland,2021,,3.5641652
857,Ireland,2022,,3.5820826
858,Ireland,2023,3.6,3.6
859,Ireland,2024,,3.6
860,Israel,2015,,3.66033
861,Israel,2016,3.66033,3.66033
862,Israel,2017,,3.484063
863,Israel,2018,3.307796,3.307796
864,Israel,2019,,3.3662368
865,Israel,2020,,3.4246776
866,Israel,2021,,3.4831184
867,Israel,2022,,3.5415592
868,Israel,2023,3.6,3.6
869,Israel,2024,,3.6
870,Italy,2015,,3.755414
871,Italy,2016,3.755414,3.755414
872,Italy,2017,,3.747283
873,Italy,2018,3.739152,3.739152
874,Italy,2019,,3.7313216
875,Italy,2020,,3.7234912
876,Italy,2021,,3.7156608
877,Italy,2022,,3.7078304
878,Italy,2023,3.7,3.7
879,Italy,2024,,3.7
880,Jamaica,2015,,2.400214
881,Jamaica,2016,2.400214,2.400214
882,Jamaica,2017,,2.459439
883,Jamaica,2018,2.518664,2.518664
884,Jamaica,2019,,2.5149312
885,Jamaica,2020,,2.5111984
886,Jamaica,2021,,2.5074656
887,Jamaica,2022,,2.5037328
888,Jamaica,2023,2.5,2.5
889,Jamaica,2024,,2.5
890,Japan,2015,,3.970464
891,Japan,2016,3.970464,3.970464
892,Japan,2017,,3.998057
893,Japan,2018,4.02565,4.02565
894,Japan,2019,,4.00052
895,Japan,2020,,3.97539
896,Japan,2021,,3.95026
897,Japan,2022,,3.92513
898,Japan,2023,3.9,3.9
899,Japan,2024,,3.9
900,Jordan,2015,,2.956611
901,Jordan,2016,2.956611,2.956611
902,Jordan,2017,,2.822292
903,Jordan,2018,2.687973,2.687973
904,Jordan,2019,,2.687973
905,Jordan,2020,,2.687973
906,Jordan,2021,,2.687973
907,Jordan,2022,,2.687973
908,Jordan,2023,,2.687973
909,Jordan,2024,,2.687973
910,Kazakhstan,2015,,2.751998
911,Kazakhstan,2016,2.751998,2.751998
912,Kazakhstan,2017,,2.780967
913,Kazakhstan,2018,2.809936,2.809936
914,Kazakhstan,2019,,2.7879488
915,Kazakhstan,2020,,2.7659616
916,Kazakhstan,2021,,2.7439744
917,Kazakhstan,2022,,2.7219872
918,Kazakhstan,2023,2.7,2.7
919,Kazakhstan,2024,,2.7
920,Kenya,2015,,3.331295
921,Kenya,2016,3.331295,3.331295
922,Kenya,2017,,3.073115
923,Kenya,2018,2.814935,2.814935
924,Kenya,2019,,2.814935
925,Kenya,2020,,2.814935
926,Kenya,2021,,2.814935
927,Kenya,2022,,2.814935
928,Kenya,2023,,2.814935
929,Kenya,2024,,2.814935
930,"Korea, Rep,",2015,,3.717126
931,"Korea, Rep,",2016,3.717126,3.717126
932,"Korea, Rep,",2017,,3.717126
933,"Korea, Rep,",2018,,3.717126
934,"Korea, Rep,",2019,,3.717126
935,"Korea, Rep,",2020,,3.717126
936,"Korea, Rep,",2021,,3.717126
937,"Korea, Rep,",2022,,3.717126
938,"Korea, Rep,",2023,,3.717126
939,"Korea, Rep,",2024,,3.717126
940,"Korea, Rep.",2015,,3.612164
941,"Korea, Rep.",2016,,3.612164
942,"Korea, Rep.",2017,,3.612164
943,"Korea, Rep.",2018,3.612164,3.612164
944,"Korea, Rep.",2019,,3.6497312
945,"Korea, Rep.",2020,,3.6872984
946,"Korea, Rep.",2021,,3.7248656
947,"Korea, Rep.",2022,,3.7624328
948,"Korea, Rep.",2023,3.8,3.8
949,"Korea, Rep.",2024,,3.8
950,Kuwait,2015,,3.151619
951,Kuwait,2016,3.151619,3.151619
952,Kuwait,2017,,3.0064155
953,Kuwait,2018,2.861212,2.861212
954,Kuwait,2019,,2.9289696
955,Kuwait,2020,,2.9967272
956,Kuwait,2021,,3.0644848
957,Kuwait,2022,,3.1322424
958,Kuwait,2023,3.2,3.2
959,Kuwait,2024,,3.2
960,Kyrgyz Republic,2015,,2.15593
961,Kyrgyz Republic,2016,2.15593,2.15593
962,Kyrgyz Republic,2017,,2.35101
963,Kyrgyz Republic,2018,2.54609,2.54609
964,Kyrgyz Republic,2019,,2.496872
965,Kyrgyz Republic,2020,,2.447654
966,Kyrgyz Republic,2021,,2.398436
967,Kyrgyz Republic,2022,,2.349218
968,Kyrgyz Republic,2023,2.3,2.3
969,Kyrgyz Republic,2024,,2.3
970,Lao PDR,2015,,2.067254
971,Lao PDR,2016,2.067254,2.067254
972,Lao PDR,2017,,2.383772
973,Lao PDR,2018,2.70029,2.70029
974,Lao PDR,2019,,2.640232
975,Lao PDR,2020,,2.580174
976,Lao PDR,2021,,2.520116
977,Lao PDR,2022,,2.460058
978,Lao PDR,2023,2.4,2.4
979,Lao PDR,2024,,2.4
980,"Laos, PDR",2015,,
981,"Laos, PDR",2016,,
982,"Laos, PDR",2017,,
983,"Laos, PDR",2018,,
984,"Laos, PDR",2019,,
985,"Laos, PDR",2020,,
986,"Laos, PDR",2021,,
987,"Laos, PDR",2022,,
988,"Laos, PDR",2023,,
989,"Laos, PDR",2024,,
990,Latvia,2015,,3.327107
991,Latvia,2016,3.327107,3.327107
992,Latvia,2017,,3.068528
993,Latvia,2018,2.809949,2.809949
994,Latvia,2019,,2.9479592
995,Latvia,2020,,3.0859694
996,Latvia,2021,,3.2239796
997,Latvia,2022,,3.3619898
998,Latvia,2023,3.5,3.5
999,Latvia,2024,,3.5
1000,Lebanon,2015,,2.717255
1001,Lebanon,2016,2.717255,2.717255
1002,Lebanon,2017,,2.717054
1003,Lebanon,2018,2.716853,2.716853
1004,Lebanon,2019,,2.716853
1005,Lebanon,2020,,2.716853
1006,Lebanon,2021,,2.716853
1007,Lebanon,2022,,2.716853
1008,Lebanon,2023,,2.716853
1009,Lebanon,2024,,2.716853
1010,Lesotho,2015,,2.025983
1011,Lesotho,2016,2.025983,2.025983
1012,Lesotho,2017,,2.1516245
1013,Lesotho,2018,2.277266,2.277266
1014,Lesotho,2019,,2.277266
1015,Lesotho,2020,,2.277266
1016,Lesotho,2021,,2.277266
1017,Lesotho,2022,,2.277266
1018,Lesotho,2023,,2.277266
1019,Lesotho,2024,,2.277266
1020,Liberia,2015,,2.203914
1021,Liberia,2016,2.203914,2.203914
1022,Liberia,2017,,2.216556
1023,Liberia,2018,2.229198,2.229198
1024,Liberia,2019,,2.2633584
1025,Liberia,2020,,2.2975188
1026,Liberia,2021,,2.3316792
1027,Liberia,2022,,2.3658396
1028,Liberia,2023,2.4,2.4
1029,Liberia,2024,,2.4
1030,Libya,2015,,2.264495
1031,Libya,2016,2.264495,2.264495
1032,Libya,2017,,2.1854785
1033,Libya,2018,2.106462,2.106462
1034,Libya,2019,,2.0651696
1035,Libya,2020,,2.0238772
1036,Libya,2021,,1.9825848
1037,Libya,2022,,1.9412924
1038,Libya,2023,1.9,1.9
1039,Libya,2024,,1.9
1040,Lithuania,2015,,3.631688
1041,Lithuania,2016,3.631688,3.631688
1042,Lithuania,2017,,3.324606
1043,Lithuania,2018,3.017524,3.017524
1044,Lithuania,2019,,3.0940192
1045,Lithuania,2020,,3.1705144
1046,Lithuania,2021,,3.2470096
1047,Lithuania,2022,,3.3235048
1048,Lithuania,2023,3.4,3.4
1049,Lithuania,2024,,3.4
1050,Luxembourg,2015,,4.219409
1051,Luxembourg,2016,4.219409,4.219409
1052,Luxembourg,2017,,3.9247035
1053,Luxembourg,2018,3.629998,3.629998
1054,Luxembourg,2019,,3.6239984
1055,Luxembourg,2020,,3.6179988
1056,Luxembourg,2021,,3.6119992
1057,Luxembourg,2022,,3.6059996
1058,Luxembourg,2023,3.6,3.6
1059,Luxembourg,2024,,3.6
1060,Luxemburg,2015,,
1061,Luxemburg,2016,,
1062,Luxemburg,2017,,
1063,Luxemburg,2018,,
1064,Luxemburg,2019,,
1065,Luxemburg,2020,,
1066,Luxemburg,2021,,
1067,Luxemburg,2022,,
1068,Luxemburg,2023,,
1069,Luxemburg,2024,,
1070,Macedonia,2015,,
1071,Macedonia,2016,,
1072,Macedonia,2017,,
1073,Macedonia,2018,,
1074,Macedonia,2019,,
1075,Macedonia,2020,,
1076,Macedonia,2021,,
1077,Macedonia,2022,,
1078,Macedonia,2023,,
1079,Macedonia,2024,,
1080,"Macedonia, FYR",2015,,2.510262
1081,"Macedonia, FYR",2016,2.510262,2.510262
1082,"Macedonia, FYR",2017,,2.6075785
1083,"Macedonia, FYR",2018,2.704895,2.704895
1084,"Macedonia, FYR",2019,,2.704895
1085,"Macedonia, FYR",2020,,2.704895
1086,"Macedonia, FYR",2021,,2.704895
1087,"Macedonia, FYR",2022,,2.704895
1088,"Macedonia, FYR",2023,,2.704895
1089,"Macedonia, FYR",2024,,2.704895
1090,Madagascar,2015,,2.154639
1091,Madagascar,2016,2.154639,2.154639
1092,Madagascar,2017,,2.272025
1093,Madagascar,2018,2.389411,2.389411
1094,Madagascar,2019,,2.3715288
1095,Madagascar,2020,,2.3536466
1096,Madagascar,2021,,2.3357644
1097,Madagascar,2022,,2.3178822
1098,Madagascar,2023,2.3,2.3
1099,Madagascar,2024,,2.3
1100,Malawi,2015,,2.585645
1101,Malawi,2016,,2.585645
1102,Malawi,2017,,2.585645
1103,Malawi,2018,2.585645,2.585645
1104,Malawi,2019,,2.585645
1105,Malawi,2020,,2.585645
1106,Malawi,2021,,2.585645
1107,Malawi,2022,,2.585645
1108,Malawi,2023,,2.585645
1109,Malawi,2024,,2.585645
1110,Malaysia,2015,,3.426307
1111,Malaysia,2016,3.426307,3.426307
1112,Malaysia,2017,,3.3235965
1113,Malaysia,2018,3.220886,3.220886
1114,Malaysia,2019,,3.2967088
1115,Malaysia,2020,,3.3725316
1116,Malaysia,2021,,3.4483544
1117,Malaysia,2022,,3.5241772
1118,Malaysia,2023,3.6,3.6
1119,Malaysia,2024,,3.6
1120,Maldives,2015,,2.513077
1121,Maldives,2016,2.513077,2.513077
1122,Maldives,2017,,2.589274
1123,Maldives,2018,2.665471,2.665471
1124,Maldives,2019,,2.665471
1125,Maldives,2020,,2.665471
1126,Maldives,2021,,2.665471
1127,Maldives,2022,,2.665471
1128,Maldives,2023,,2.665471
1129,Maldives,2024,,2.665471
1130,Mali,2015,,2.503073
1131,Mali,2016,2.503073,2.503073
1132,Mali,2017,,2.546669
1133,Mali,2018,2.590265,2.590265
1134,Mali,2019,,2.592212
1135,Mali,2020,,2.594159
1136,Mali,2021,,2.596106
1137,Mali,2022,,2.598053
1138,Mali,2023,2.6,2.6
1139,Mali,2024,,2.6
1140,Malta,2015,,3.069256
1141,Malta,2016,3.069256,3.069256
1142,Malta,2017,,2.94152
1143,Malta,2018,2.813784,2.813784
1144,Malta,2019,,2.9110272
1145,Malta,2020,,3.0082704
1146,Malta,2021,,3.1055136
1147,Malta,2022,,3.2027568
1148,Malta,2023,3.3,3.3
1149,Malta,2024,,3.3
1150,Mauritania,2015,,1.866001
1151,Mauritania,2016,1.866001,1.866001
1152,Mauritania,2017,,2.098536
1153,Mauritania,2018,2.331071,2.331071
1154,Mauritania,2019,,2.3248568
1155,Mauritania,2020,,2.3186426
1156,Mauritania,2021,,2.3124284
1157,Mauritania,2022,,2.3062142
1158,Mauritania,2023,2.3,2.3
1159,Mauritania,2024,,2.3
1160,Mauritius,2015,,2.732952
1161,Mauritius,2016,,2.732952
1162,Mauritius,2017,,2.732952
1163,Mauritius,2018,2.732952,2.732952
1164,Mauritius,2019,,2.6863616
1165,Mauritius,2020,,2.6397712
1166,Mauritius,2021,,2.5931808
1167,Mauritius,2022,,2.5465904
1168,Mauritius,2023,2.5,2.5
1169,Mauritius,2024,,2.5
1170,Mexico,2015,,3.114031
1171,Mexico,2016,3.114031,3.114031
1172,Mexico,2017,,3.082703
1173,Mexico,2018,3.051375,3.051375
1174,Mexico,2019,,3.0211
1175,Mexico,2020,,2.990825
1176,Mexico,2021,,2.96055
1177,Mexico,2022,,2.930275
1178,Mexico,2023,2.9,2.9
1179,Mexico,2024,,2.9
1180,Moldova,2015,,2.614269
1181,Moldova,2016,2.614269,2.614269
1182,Moldova,2017,,2.5350885
1183,Moldova,2018,2.455908,2.455908
1184,Moldova,2019,,2.4647264
1185,Moldova,2020,,2.4735448
1186,Moldova,2021,,2.4823632
1187,Moldova,2022,,2.4911816
1188,Moldova,2023,2.5,2.5
1189,Moldova,2024,,2.5
1190,Mongolia,2015,,2.506056
1191,Mongolia,2016,2.506056,2.506056
1192,Mongolia,2017,,2.439665
1193,Mongolia,2018,2.373274,2.373274
1194,Mongolia,2019,,2.3986192
1195,Mongolia,2020,,2.4239644
1196,Mongolia,2021,,2.4493096
1197,Mongolia,2022,,2.4746548
1198,Mongolia,2023,2.5,2.5
1199,Mongolia,2024,,2.5
1200,Montenegro,2015,,2.380016
1201,Montenegro,2016,2.380016,2.380016
1202,Montenegro,2017,,2.562824
1203,Montenegro,2018,2.745632,2.745632
1204,Montenegro,2019,,2.7565056
1205,Montenegro,2020,,2.7673792
1206,Montenegro,2021,,2.7782528
1207,Montenegro,2022,,2.7891264
1208,Montenegro,2023,2.8,2.8
1209,Montenegro,2024,,2.8
1210,Morocco,2015,,2.665994
1211,Morocco,2016,2.665994,2.665994
1212,Morocco,2017,,2.6028275
1213,Morocco,2018,2.539661,2.539661
1214,Morocco,2019,,2.539661
1215,Morocco,2020,,2.539661
1216,Morocco,2021,,2.539661
1217,Morocco,2022,,2.539661
1218,Morocco,2023,,2.539661
1219,Morocco,2024,,2.539661
1220,Mozambique,2015,,2.684105
1221,Mozambique,2016,2.684105,2.684105
1222,Mozambique,2017,,2.684105
1223,Mozambique,2018,,2.684105
1224,Mozambique,2019,,2.684105
1225,Mozambique,2020,,2.684105
1226,Mozambique,2021,,2.684105
1227,Mozambique,2022,,2.684105
1228,Mozambique,2023,,2.684105
1229,Mozambique,2024,,2.684105
1230,Myanmar,2015,,2.458571
1231,Myanmar,2016,2.458571,2.458571
1232,Myanmar,2017,,2.3781525
1233,Myanmar,2018,2.297734,2.297734
1234,Myanmar,2019,,2.297734
1235,Myanmar,2020,,2.297734
1236,Myanmar,2021,,2.297734
1237,Myanmar,2022,,2.297734
1238,Myanmar,2023,,2.297734
1239,Myanmar,2024,,2.297734
1240,Namibia,2015,,2.744745
1241,Namibia,2016,2.744745,2.744745
1242,Namibia,2017,,2.766924286
1243,Namibia,2018,,2.789103571
1244,Namibia,2019,,2.811282857
1245,Namibia,2020,,2.833462143
1246,Namibia,2021,,2.855641429
1247,Namibia,2022,,2.877820714
1248,Namibia,2023,2.9,2.9
1249,Namibia,2024,,2.9
1250,Nepal,2015,,2.376783
1251,Nepal,2016,2.376783,2.376783
1252,Nepal,2017,,2.4449025
1253,Nepal,2018,2.513022,2.513022
1254,Nepal,2019,,2.513022
1255,Nepal,2020,,2.513022
1256,Nepal,2021,,2.513022
1257,Nepal,2022,,2.513022
1258,Nepal,2023,,2.513022
1259,Nepal,2024,,2.513022
1260,Netherlands,2015,,4.18753
1261,Netherlands,2016,4.18753,4.18753
1262,Netherlands,2017,,4.1033995
1263,Netherlands,2018,4.019269,4.019269
1264,Netherlands,2019,,4.0354152
1265,Netherlands,2020,,4.0515614
1266,Netherlands,2021,,4.0677076
1267,Netherlands,2022,,4.0838538
1268,Netherlands,2023,4.1,4.1
1269,Netherlands,2024,,4.1
1270,New Zealand,2015,,3.388
1271,New Zealand,2016,3.388,3.388
1272,New Zealand,2017,,3.631822
1273,New Zealand,2018,3.875644,3.875644
1274,New Zealand,2019,,3.8205152
1275,New Zealand,2020,,3.7653864
1276,New Zealand,2021,,3.7102576
1277,New Zealand,2022,,3.6551288
1278,New Zealand,2023,3.6,3.6
1279,New Zealand,2024,,3.6
1280,Nicaragua,2015,,2.531062
1281,Nicaragua,2016,2.531062,2.531062
1282,Nicaragua,2017,,2.526624571
1283,Nicaragua,2018,,2.522187143
1284,Nicaragua,2019,,2.517749714
1285,Nicaragua,2020,,2.513312286
1286,Nicaragua,2021,,2.508874857
1287,Nicaragua,2022,,2.504437429
1288,Nicaragua,2023,2.5,2.5
1289,Nicaragua,2024,,2.5
1290,Niger,2015,,2.561951
1291,Niger,2016,2.561951,2.561951
1292,Niger,2017,,2.3159505
1293,Niger,2018,2.06995,2.06995
1294,Niger,2019,,2.06995
1295,Niger,2020,,2.06995
1296,Niger,2021,,2.06995
1297,Niger,2022,,2.06995
1298,Niger,2023,,2.06995
1299,Niger,2024,,2.06995
1300,Nigeria,2015,,2.62809
1301,Nigeria,2016,2.62809,2.62809
1302,Nigeria,2017,,2.5800875
1303,Nigeria,2018,2.532085,2.532085
1304,Nigeria,2019,,2.545668
1305,Nigeria,2020,,2.559251
1306,Nigeria,2021,,2.572834
1307,Nigeria,2022,,2.586417
1308,Nigeria,2023,2.6,2.6
1309,Nigeria,2024,,2.6
1310,North Macedonia,2015,,3.1
1311,North Macedonia,2016,,3.1
1312,North Macedonia,2017,,3.1
1313,North Macedonia,2018,,3.1
1314,North Macedonia,2019,,3.1
1315,North Macedonia,2020,,3.1
1316,North Macedonia,2021,,3.1
1317,North Macedonia,2022,,3.1
1318,North Macedonia,2023,3.1,3.1
1319,North Macedonia,2024,,3.1
1320,Norway,2015,,3.732163
1321,Norway,2016,3.732163,3.732163
1322,Norway,2017,,3.714393
1323,Norway,2018,3.696623,3.696623
1324,Norway,2019,,3.6972984
1325,Norway,2020,,3.6979738
1326,Norway,2021,,3.6986492
1327,Norway,2022,,3.6993246
1328,Norway,2023,3.7,3.7
1329,Norway,2024,,3.7
1330,Oman,2015,,3.234308
1331,Oman,2016,3.234308,3.234308
1332,Oman,2017,,3.215573
1333,Oman,2018,3.196838,3.196838
1334,Oman,2019,,3.2174704
1335,Oman,2020,,3.2381028
1336,Oman,2021,,3.2587352
1337,Oman,2022,,3.2793676
1338,Oman,2023,3.3,3.3
1339,Oman,2024,,3.3
1340,Pakistan,2015,,2.923219
1341,Pakistan,2016,2.923219,2.923219
1342,Pakistan,2017,,2.671208
1343,Pakistan,2018,2.419197,2.419197
1344,Pakistan,2019,,2.419197
1345,Pakistan,2020,,2.419197
1346,Pakistan,2021,,2.419197
1347,Pakistan,2022,,2.419197
1348,Pakistan,2023,,2.419197
1349,Pakistan,2024,,2.419197
1350,Panama,2015,,3.337843
1351,Panama,2016,3.337843,3.337843
1352,Panama,2017,,3.3069125
1353,Panama,2018,3.275982,3.275982
1354,Panama,2019,,3.2407856
1355,Panama,2020,,3.2055892
1356,Panama,2021,,3.1703928
1357,Panama,2022,,3.1351964
1358,Panama,2023,3.1,3.1
1359,Panama,2024,,3.1
1360,Papua New Guinea,2015,,2.510624
1361,Papua New Guinea,2016,2.510624,2.510624
1362,Papua New Guinea,2017,,2.3423625
1363,Papua New Guinea,2018,2.174101,2.174101
1364,Papua New Guinea,2019,,2.2792808
1365,Papua New Guinea,2020,,2.3844606
1366,Papua New Guinea,2021,,2.4896404
1367,Papua New Guinea,2022,,2.5948202
1368,Papua New Guinea,2023,2.7,2.7
1369,Papua New Guinea,2024,,2.7
1370,Paraguay,2015,,2.561337
1371,Paraguay,2016,2.561337,2.561337
1372,Paraguay,2017,,2.671818
1373,Paraguay,2018,2.782299,2.782299
1374,Paraguay,2019,,2.7658392
1375,Paraguay,2020,,2.7493794
1376,Paraguay,2021,,2.7329196
1377,Paraguay,2022,,2.7164598
1378,Paraguay,2023,2.7,2.7
1379,Paraguay,2024,,2.7
1380,Peru,2015,,2.893389
1381,Peru,2016,2.893389,2.893389
1382,Peru,2017,,2.793319
1383,Peru,2018,2.693249,2.693249
1384,Peru,2019,,2.7545992
1385,Peru,2020,,2.8159494
1386,Peru,2021,,2.8772996
1387,Peru,2022,,2.9386498
1388,Peru,2023,3,3
1389,Peru,2024,,3
1390,Philippines,2015,,2.856259
1391,Philippines,2016,2.856259,2.856259
1392,Philippines,2017,,2.879958
1393,Philippines,2018,2.903657,2.903657
1394,Philippines,2019,,2.9829256
1395,Philippines,2020,,3.0621942
1396,Philippines,2021,,3.1414628
1397,Philippines,2022,,3.2207314
1398,Philippines,2023,3.3,3.3
1399,Philippines,2024,,3.3
1400,Poland,2015,,3.425877
1401,Poland,2016,3.425877,3.425877
1402,Poland,2017,,3.482705
1403,Poland,2018,3.539533,3.539533
1404,Poland,2019,,3.5516264
1405,Poland,2020,,3.5637198
1406,Poland,2021,,3.5758132
1407,Poland,2022,,3.5879066
1408,Poland,2023,3.6,3.6
1409,Poland,2024,,3.6
1410,Portugal,2015,,3.409367
1411,Portugal,2016,3.409367,3.409367
1412,Portugal,2017,,3.5262755
1413,Portugal,2018,3.643184,3.643184
1414,Portugal,2019,,3.5945472
1415,Portugal,2020,,3.5459104
1416,Portugal,2021,,3.4972736
1417,Portugal,2022,,3.4486368
1418,Portugal,2023,3.4,3.4
1419,Portugal,2024,,3.4
1420,Qatar,2015,,3.599232
1421,Qatar,2016,3.599232,3.599232
1422,Qatar,2017,,3.5367185
1423,Qatar,2018,3.474205,3.474205
1424,Qatar,2019,,3.479364
1425,Qatar,2020,,3.484523
1426,Qatar,2021,,3.489682
1427,Qatar,2022,,3.494841
1428,Qatar,2023,3.5,3.5
1429,Qatar,2024,,3.5
1430,Romania,2015,,2.99312
1431,Romania,2016,2.99312,2.99312
1432,Romania,2017,,3.0558605
1433,Romania,2018,3.118601,3.118601
1434,Romania,2019,,3.1348808
1435,Romania,2020,,3.1511606
1436,Romania,2021,,3.1674404
1437,Romania,2022,,3.1837202
1438,Romania,2023,3.2,3.2
1439,Romania,2024,,3.2
1440,Russian Federation,2015,,2.570864
1441,Russian Federation,2016,2.570864,2.570864
1442,Russian Federation,2017,,2.6638765
1443,Russian Federation,2018,2.756889,2.756889
1444,Russian Federation,2019,,2.7255112
1445,Russian Federation,2020,,2.6941334
1446,Russian Federation,2021,,2.6627556
1447,Russian Federation,2022,,2.6313778
1448,Russian Federation,2023,2.6,2.6
1449,Russian Federation,2024,,2.6
1450,Rwanda,2015,,2.986229
1451,Rwanda,2016,2.986229,2.986229
1452,Rwanda,2017,,2.980493
1453,Rwanda,2018,2.974757,2.974757
1454,Rwanda,2019,,2.9398056
1455,Rwanda,2020,,2.9048542
1456,Rwanda,2021,,2.8699028
1457,Rwanda,2022,,2.8349514
1458,Rwanda,2023,2.8,2.8
1459,Rwanda,2024,,2.8
1460,Sao Tome,2015,,
1461,Sao Tome,2016,,
1462,Sao Tome,2017,,
1463,Sao Tome,2018,,
1464,Sao Tome,2019,,
1465,Sao Tome,2020,,
1466,Sao Tome,2021,,
1467,Sao Tome,2022,,
1468,Sao Tome,2023,,
1469,Sao Tome,2024,,
1470,Saudi Arabia,2015,,3.156376
1471,Saudi Arabia,2016,3.156376,3.156376
1472,Saudi Arabia,2017,,3.0837085
1473,Saudi Arabia,2018,3.011041,3.011041
1474,Saudi Arabia,2019,,3.0888328
1475,Saudi Arabia,2020,,3.1666246
1476,Saudi Arabia,2021,,3.2444164
1477,Saudi Arabia,2022,,3.3222082
1478,Saudi Arabia,2023,3.4,3.4
1479,Saudi Arabia,2024,,3.4
1480,Sco Tomi and Principe,2015,,
1481,Sco Tomi and Principe,2016,,
1482,Sco Tomi and Principe,2017,,
1483,Sco Tomi and Principe,2018,,
1484,Sco Tomi and Principe,2019,,
1485,Sco Tomi and Principe,2020,,
1486,Sco Tomi and Principe,2021,,
1487,Sco Tomi and Principe,2022,,
1488,Sco Tomi and Principe,2023,,
1489,Sco Tomi and Principe,2024,,
1490,Senegal,2015,,2.327711
1491,Senegal,2016,2.327711,2.327711
1492,Senegal,2017,,2.2900445
1493,Senegal,2018,2.252378,2.252378
1494,Senegal,2019,,2.252378
1495,Senegal,2020,,2.252378
1496,Senegal,2021,,2.252378
1497,Senegal,2022,,2.252378
1498,Senegal,2023,,2.252378
1499,Senegal,2024,,2.252378
1500,Serbia,2015,,2.762577
1501,Serbia,2016,2.762577,2.762577
1502,Serbia,2017,,2.801765
1503,Serbia,2018,2.840953,2.840953
1504,Serbia,2019,,2.8327624
1505,Serbia,2020,,2.8245718
1506,Serbia,2021,,2.8163812
1507,Serbia,2022,,2.8081906
1508,Serbia,2023,2.8,2.8
1509,Serbia,2024,,2.8
1510,SerbiaMontenegro,2015,,
1511,SerbiaMontenegro,2016,,
1512,SerbiaMontenegro,2017,,
1513,SerbiaMontenegro,2018,,
1514,SerbiaMontenegro,2019,,
1515,SerbiaMontenegro,2020,,
1516,SerbiaMontenegro,2021,,
1517,SerbiaMontenegro,2022,,
1518,SerbiaMontenegro,2023,,
1519,SerbiaMontenegro,2024,,
1520,Sierra Leone,2015,,2.025402
